Time,Temperature,Vibration,Pressure,Humidity,Current,RPM,Voltage,Sound,Machine_Status
1082,64,0.97,177,38,47,1496,259,120,Failure
1083,90,0.1,125,80,14,2098,215,49,Failure
1084,63,0.25,128,51,25,1263,211,115,Warning
1085,79,0.78,168,66,41,2579,229,44,Failure
1086,57,1.32,143,42,24,1583,246,72,Failure
1087,63,0.44,164,67,9,1161,223,89,Failure
1088,30,1.18,128,60,20,2349,233,40,Warning
1089,55,0.81,118,45,27,1556,219,55,Warning
1090,59,0.46,116,88,38,1921,260,89,Warning
1091,59,1.4,92,57,18,1504,221,74,Failure
1092,65,1.35,112,77,10,1767,228,65,Failure
1093,86,1.47,125,90,26,2630,247,97,Failure
1094,96,1.32,121,52,18,2104,218,91,Failure
1095,86,1.23,90,48,14,1416,252,31,Failure
1096,89,0.2,174,56,7,1258,256,91,Failure
1097,46,0.7,132,85,28,1673,217,97,Warning
1098,37,0.86,114,74,8,1005,232,116,Warning
1099,53,0.27,148,78,14,2333,243,70,Warning
1100,78,1.49,92,65,34,1246,217,33,Failure
1101,34,0.08,159,69,30,881,220,58,Warning
1102,68,0.95,143,44,19,2170,212,111,Warning
1103,72,1.25,138,67,10,893,233,107,Failure
1104,47,0.77,156,47,19,1415,222,88,Warning
1105,22,0.3,108,83,41,2491,212,54,Failure
1106,83,0.81,116,61,37,2620,243,51,Failure
1107,61,0.17,148,82,27,2251,229,66,Warning
1108,30,1.33,168,90,20,1946,228,87,Failure
1109,72,1.47,98,48,29,1713,242,63,Failure
1110,87,0.94,156,68,39,1665,201,103,Failure
1111,37,0.61,110,70,37,1584,212,103,Warning
1112,70,0.29,108,71,47,1164,234,116,Failure
1113,32,1.13,158,70,27,2976,217,112,Warning
1114,73,1.02,168,73,46,1388,247,112,Failure
1115,40,1.18,117,49,28,2907,210,119,Warning
1116,29,0.3,105,66,25,1278,225,95,Normal
1117,21,1.15,152,32,50,2977,223,94,Failure
1118,35,0.74,136,73,9,1328,215,59,Warning
1119,78,0.65,131,39,31,2639,253,42,Warning
1120,71,1.12,100,53,34,2351,231,51,Warning
1121,32,0.59,135,80,39,1301,215,81,Warning
1122,29,0.77,97,78,45,1928,217,77,Failure
1123,54,1.43,120,64,7,2120,232,119,Failure
1124,35,0.36,141,45,26,2987,210,67,Warning
1125,87,1.18,135,67,11,2171,260,53,Failure
1126,90,1.31,154,35,44,2464,239,30,Failure
1127,43,0.45,134,90,46,1572,257,107,Failure
1128,32,0.06,110,67,38,659,260,68,Warning
1129,79,0.12,127,57,47,2210,230,108,Failure
1130,28,0.78,152,58,32,2478,246,44,Warning
1131,81,0.5,121,68,33,2904,235,91,Failure
1132,56,0.68,132,71,18,1257,250,82,Warning
1133,83,1.13,94,80,40,1332,211,84,Failure
1134,33,0.3,121,67,18,1569,251,34,Normal
1135,95,0.76,171,31,25,2829,206,44,Failure
1136,94,0.06,165,73,5,2768,205,60,Failure
1137,98,0.12,136,76,43,1000,206,52,Failure
1138,39,0.98,159,72,14,2888,231,42,Warning
1139,54,1.13,165,52,19,2557,216,109,Failure
1140,28,0.72,149,77,45,1787,234,65,Failure
1141,73,0.35,110,53,38,761,256,97,Warning
1142,81,1.36,101,85,33,2353,207,103,Failure
1143,68,0.33,124,84,38,2509,208,69,Warning
1144,81,0.14,114,35,15,883,209,50,Failure
1145,74,0.34,173,67,9,1932,221,99,Failure
1146,21,0.11,156,49,34,1926,227,99,Warning
1147,79,0.28,146,58,21,2563,230,103,Warning
1148,71,1.38,104,90,31,2467,226,52,Failure
1149,96,0.03,168,90,48,619,215,45,Failure
1150,26,1.07,128,59,34,1994,250,113,Warning
1151,70,1.17,130,36,47,1222,215,114,Failure
1152,73,0.86,180,56,6,1458,237,93,Failure
1153,91,1.21,108,56,11,1690,211,58,Failure
1154,48,0.87,159,83,20,2882,250,118,Warning
1155,77,0.43,158,77,42,893,255,77,Failure
1156,49,0.95,141,34,19,2391,257,69,Warning
1157,83,1.37,115,44,47,1849,210,60,Failure
1158,91,1.44,92,40,10,2742,249,68,Failure
1159,44,0.05,141,71,14,1037,233,53,Warning
1160,50,1.42,137,59,19,2053,249,31,Failure
1161,61,1.37,148,51,25,2842,259,74,Failure
1162,38,1.35,159,50,38,2228,232,90,Failure
1163,59,0.5,139,57,32,2384,218,83,Warning
1164,50,0.32,170,40,34,999,218,95,Failure
1165,48,0.55,134,84,37,824,204,39,Warning
1166,85,1.43,155,60,36,1098,260,112,Failure
1167,26,0.76,124,62,6,642,226,63,Warning
1168,97,0.63,155,71,28,734,260,45,Failure
1169,67,0.87,97,79,44,1443,238,64,Failure
1170,75,1.14,103,64,29,534,208,78,Warning
1171,32,0.16,163,64,7,984,253,104,Failure
1172,68,1.24,145,86,34,2942,218,34,Failure
1173,90,0.93,91,51,50,1580,251,53,Failure
1174,40,0.79,95,50,34,1297,227,96,Warning
1175,58,0.98,155,67,40,1023,211,75,Warning
1176,100,0.84,160,61,13,592,239,99,Failure
1177,56,0.54,112,53,5,1804,212,37,Warning
1178,64,1.11,171,55,31,1293,228,66,Failure
1179,24,0.97,140,89,24,2135,257,107,Warning
1180,85,0.1,180,39,50,1147,251,62,Failure
1181,91,1.27,91,84,42,1777,237,52,Failure
1182,46,0.25,169,74,17,2981,252,51,Failure
1183,35,0.67,171,56,32,598,247,54,Failure
1184,29,1.39,175,49,40,1728,226,73,Failure
1185,27,0.99,124,59,21,2066,225,99,Warning
1186,35,0.62,168,90,26,2239,226,61,Failure
1187,64,0.15,155,42,10,521,251,89,Warning
1188,59,0.54,135,61,14,2867,224,30,Warning
1189,51,0.71,127,75,18,2996,234,88,Warning
1190,20,0.74,90,40,21,2919,235,38,Warning
1191,90,1.29,92,83,29,1136,235,107,Failure
1192,28,0.45,127,86,47,2151,247,72,Failure
1193,86,1.04,146,71,18,2924,245,82,Failure
1194,21,1.27,148,37,24,1073,253,39,Failure
1195,48,0.63,132,54,19,1429,256,65,Warning
1196,85,1.32,146,69,14,651,231,105,Failure
1197,47,0.58,112,46,14,1715,232,87,Normal
1198,76,0.52,131,37,17,2674,230,101,Warning
1199,47,0.82,102,32,29,2757,249,105,Warning
1200,77,0.39,138,73,7,1714,208,96,Warning
1201,84,0.22,134,82,20,1452,231,50,Failure
1202,76,1.34,126,56,27,2033,213,76,Failure
1203,22,0.5,176,56,9,2333,254,107,Failure
1204,47,1.49,173,73,5,1725,258,45,Failure
1205,49,0.22,129,87,49,1997,249,66,Failure
1206,80,0.39,111,48,7,606,231,45,Warning
1207,64,0.19,97,34,12,1203,202,61,Warning
1208,43,0.08,108,64,17,1109,250,39,Normal
1209,78,0.1,137,68,50,1122,215,109,Failure
1210,49,0.38,92,75,32,2830,219,97,Warning
1211,90,0.68,96,61,5,2129,239,71,Failure
1212,85,0.05,126,50,44,1928,233,47,Failure
1213,54,0.38,130,77,49,921,211,87,Failure
1214,45,0.02,116,79,21,2668,227,88,Normal
1215,67,0.91,154,82,36,2787,229,107,Warning
1216,60,0.57,113,56,28,2961,205,94,Warning
1217,21,0.64,111,33,32,559,257,80,Warning
1218,40,0.24,139,48,25,1961,201,50,Warning
1219,32,0.87,120,48,21,2589,223,47,Warning
1220,85,0.95,140,53,9,2821,235,119,Failure
1221,64,0.08,128,36,44,1740,220,101,Failure
1222,85,0.18,131,52,29,2098,243,40,Failure
1223,89,1.28,149,88,42,1659,221,43,Failure
1224,36,0.35,168,73,21,893,224,81,Failure
1225,44,1.05,90,52,24,2188,203,63,Warning
1226,32,0.29,128,43,34,2128,224,68,Warning
1227,57,0.63,120,78,23,961,220,82,Warning
1228,46,0.57,106,75,23,629,249,80,Normal
1229,76,0.71,117,48,44,1417,235,68,Failure
1230,49,0.69,169,59,22,2573,221,104,Failure
1231,72,1.25,93,37,25,1727,252,39,Failure
1232,23,0.73,114,62,39,1602,223,118,Warning
1233,63,0.48,107,64,31,1144,239,68,Warning
1234,56,1.45,138,66,23,2001,209,120,Failure
1235,84,1.01,141,68,5,2055,243,83,Failure
1236,98,1.05,103,42,50,1040,221,44,Failure
1237,33,1.07,173,35,39,1791,205,35,Failure
1238,38,1.25,121,50,35,771,255,52,Failure
1239,48,0.07,137,66,8,2724,259,84,Warning
1240,77,0.83,93,89,12,2646,228,100,Warning
1241,73,0.52,108,49,42,2977,259,36,Failure
1242,60,1.12,154,33,35,2231,208,86,Warning
1243,47,0.08,149,49,22,1971,211,57,Warning
1244,27,1.32,105,85,40,999,246,94,Failure
1245,48,1.39,117,88,41,687,226,52,Failure
1246,91,1.25,91,87,8,885,258,66,Failure
1247,81,0.43,180,34,19,894,243,74,Failure
1248,72,0.92,138,32,21,1710,242,66,Warning
1249,60,1.21,153,70,32,1224,234,68,Failure
1250,43,0.55,93,42,36,2500,231,51,Warning
1251,41,0.88,112,73,28,2272,206,66,Warning
1252,47,0.07,132,50,23,787,259,38,Warning
1253,27,1.37,104,32,21,1841,257,35,Failure
1254,65,0.14,160,80,19,959,208,93,Warning
1255,88,0.62,178,43,13,2521,246,33,Failure
1256,74,0.93,159,48,22,547,220,113,Warning
1257,46,1.23,174,63,18,2297,231,44,Failure
1258,24,0.96,153,62,32,921,207,45,Warning
1259,32,0.74,114,90,7,2126,252,79,Warning
1260,90,0.71,179,61,22,573,214,114,Failure
1261,99,1.02,148,69,46,1607,242,68,Failure
1262,94,1.06,163,62,17,2029,228,34,Failure
1263,65,0.47,96,35,12,844,243,62,Warning
1264,82,1.24,97,36,14,2485,218,68,Failure
1265,92,1.33,137,49,22,757,249,119,Failure
1266,20,0.89,150,40,47,2412,216,112,Failure
1267,87,1.38,137,64,13,2465,213,102,Failure
1268,82,1.45,113,90,43,2669,201,96,Failure
1269,100,0.91,92,52,5,764,258,96,Failure
1270,57,1.25,95,39,22,908,222,116,Failure
1271,25,0.99,109,81,25,2612,250,43,Warning
1272,22,1.24,146,76,29,1112,244,89,Failure
1273,57,0.64,142,62,38,1845,233,33,Warning
1274,20,0.92,143,73,37,1689,211,38,Warning
1275,60,0.85,105,39,23,1017,235,83,Warning
1276,95,1.47,152,70,7,958,234,89,Failure
1277,23,0.22,161,34,48,2769,239,93,Failure
1278,74,0.14,133,54,31,2427,252,42,Warning
1279,60,0.97,131,81,21,1151,208,106,Warning
1280,26,0.82,163,44,12,837,213,75,Failure
1281,83,0.62,109,73,37,2561,219,89,Failure
1282,79,0.75,105,55,45,1876,252,42,Failure
1283,33,0.78,133,46,35,1155,204,84,Warning
1284,99,1.01,143,44,14,2515,251,91,Failure
1285,80,0.14,139,33,44,1325,248,62,Failure
1286,44,0.29,107,90,41,1607,241,75,Failure
1287,25,0.06,145,35,24,1452,202,92,Warning
1288,70,0.34,167,38,14,1364,200,78,Failure
1289,24,1.5,146,56,18,1722,227,51,Failure
1290,88,1.05,91,65,13,1274,213,37,Failure
1291,87,0.85,151,36,32,1754,257,107,Failure
1292,20,1.15,96,42,28,2612,219,75,Warning
1293,39,0.75,168,34,47,844,234,31,Failure
1294,51,0.38,161,34,37,2860,224,73,Failure
1295,23,0.77,133,33,25,2073,220,62,Warning
1296,65,1.24,175,46,37,1532,228,87,Failure
1297,22,0.23,96,71,7,2560,210,84,Normal
1298,82,0.82,129,90,23,2929,259,106,Failure
1299,35,1.37,102,35,13,2213,257,42,Failure
1300,91,1.45,106,30,50,599,238,120,Failure
1301,99,1.33,117,69,44,1594,213,117,Failure
1302,62,1.03,153,89,28,2920,219,44,Warning
1303,85,1.2,118,40,10,1817,208,46,Failure
1304,69,0.02,115,46,49,914,255,82,Failure
1305,44,0.55,166,56,29,1476,207,46,Failure
1306,72,1.42,157,45,33,561,247,42,Failure
1307,46,0.6,176,86,43,2118,212,35,Failure
1308,51,0.68,99,67,19,1607,234,90,Warning
1309,28,0.6,131,37,50,2671,234,41,Failure
1310,36,0.83,162,59,5,2036,238,100,Failure
1311,71,0.03,175,85,40,809,227,47,Failure
1312,38,0.39,122,73,48,957,228,50,Failure
1313,31,0.67,111,50,35,2407,244,68,Warning
1314,91,0.8,148,47,26,2176,209,73,Failure
1315,78,0.92,94,82,27,2341,209,35,Warning
1316,83,0.95,148,57,31,1012,216,38,Failure
1317,86,0.25,143,63,22,2519,259,110,Failure
1318,90,1.44,114,43,14,1602,260,98,Failure
1319,91,0.1,146,90,22,1733,213,108,Failure
1320,44,0.49,117,45,40,595,246,37,Warning
1321,48,0.87,180,45,5,687,249,68,Failure
1322,73,0.44,130,44,35,1678,240,38,Warning
1323,73,0.59,127,62,34,1814,203,82,Warning
1324,74,0.5,138,87,16,1624,241,63,Warning
1325,75,0.51,94,63,8,1553,202,106,Warning
1326,37,1.2,107,35,8,915,238,120,Warning
1327,92,0.28,107,34,31,1924,228,110,Failure
1328,39,1.11,131,41,33,1229,249,70,Warning
1329,84,1.09,142,51,36,1951,237,64,Failure
1330,49,0.98,97,35,14,785,251,103,Warning
1331,74,0.44,104,89,25,2583,223,39,Warning
1332,52,0.17,157,30,40,2385,217,104,Warning
1333,75,0.74,101,67,36,2239,210,115,Warning
1334,77,0.58,112,57,5,2309,221,42,Warning
1335,56,1.21,139,43,5,1795,222,68,Failure
1336,43,0.34,150,62,43,2150,225,92,Failure
1337,46,1.12,144,31,44,1617,227,87,Failure
1338,40,0.28,156,83,43,1646,224,85,Failure
1339,36,0.73,120,77,5,2063,203,64,Warning
1340,72,0.54,101,78,7,1316,249,118,Warning
1341,24,0.14,96,73,10,2455,219,66,Normal
1342,65,1.0,172,30,47,1770,211,43,Failure
1343,24,0.49,167,72,31,1720,218,64,Failure
1344,50,0.34,151,36,37,1764,212,82,Warning
1345,58,0.71,173,59,41,518,241,94,Failure
1346,33,0.9,153,75,37,2521,229,116,Warning
1347,37,0.89,175,35,47,2526,214,93,Failure
1348,77,1.2,97,33,40,2901,224,55,Warning
1349,68,0.22,165,49,40,2969,259,44,Failure
1350,100,0.14,151,85,30,890,244,98,Failure
1351,100,0.04,133,62,14,1549,209,89,Failure
1352,82,0.95,117,53,23,1863,217,114,Failure
1353,87,1.33,94,40,24,879,223,36,Failure
1354,23,0.29,148,54,11,1037,244,92,Warning
1355,39,0.91,114,39,49,1925,247,54,Failure
1356,27,1.1,104,85,20,2155,244,66,Warning
1357,53,1.06,127,41,43,2243,217,51,Failure
1358,38,0.61,150,76,33,643,251,65,Warning
1359,73,1.42,138,33,47,1695,216,107,Failure
1360,35,1.11,120,33,17,1344,243,36,Warning
1361,90,1.24,137,61,27,1441,237,45,Failure
1362,76,1.14,168,82,8,2353,225,96,Failure
1363,65,0.03,179,84,19,1840,255,48,Failure
1364,92,0.83,155,69,37,2621,220,40,Failure
1365,21,0.38,114,68,33,892,256,41,Warning
1366,27,0.85,156,35,36,2253,227,112,Warning
1367,67,1.13,136,65,31,1612,253,77,Warning
1368,56,0.58,176,59,43,1639,201,118,Failure
1369,53,1.3,105,46,39,2283,238,78,Failure
1370,91,1.46,109,61,18,1310,241,45,Failure
1371,42,0.06,94,69,40,2903,216,49,Warning
1372,34,1.34,174,35,48,1331,235,102,Failure
1373,55,1.32,122,49,34,1011,257,70,Failure
1374,85,1.47,118,79,25,1934,219,76,Failure
1375,87,1.14,171,32,9,738,213,93,Failure
1376,35,0.24,92,46,34,2929,259,77,Warning
1377,24,0.16,111,82,41,2750,216,107,Failure
1378,74,1.17,125,70,5,2080,222,94,Warning
1379,81,0.73,100,32,14,1382,235,86,Failure
1380,61,0.28,105,72,12,622,254,55,Warning
1381,39,0.72,167,89,36,1337,213,94,Failure
1382,44,1.08,153,72,32,2638,202,91,Warning
1383,34,0.94,138,54,41,794,228,52,Failure
1384,41,1.49,140,70,30,568,251,116,Failure
1385,41,0.07,177,82,10,1761,259,33,Failure
1386,87,0.18,113,90,19,2071,222,90,Failure
1387,60,1.36,95,60,46,1221,234,116,Failure
1388,77,0.45,103,73,48,721,233,94,Failure
1389,62,0.21,94,85,21,1818,227,103,Warning
1390,99,0.78,106,31,7,599,226,86,Failure
1391,64,0.49,171,43,9,2215,221,74,Failure
1392,30,0.57,109,38,49,2552,235,73,Failure
1393,37,0.99,104,64,10,1556,217,35,Warning
1394,36,0.64,156,51,21,2545,244,120,Warning
1395,32,0.45,159,30,20,2537,245,105,Warning
1396,49,0.96,158,55,8,1100,231,117,Warning
1397,100,1.46,153,37,9,2738,214,35,Failure
1398,43,0.96,127,50,8,2854,217,106,Warning
1399,26,1.16,154,76,32,1524,208,117,Warning
1400,66,1.14,175,34,48,946,233,50,Failure
1401,49,0.96,169,79,27,565,237,81,Failure
1402,93,0.7,138,85,46,2737,252,87,Failure
1403,91,0.21,144,70,20,2706,235,98,Failure
1404,77,1.21,137,30,24,2457,221,118,Failure
1405,30,0.01,128,64,47,1919,220,61,Failure
1406,26,0.75,90,76,42,1361,233,46,Failure
1407,86,0.6,92,68,34,2169,256,94,Failure
1408,22,0.86,95,35,26,2024,221,52,Warning
1409,47,1.45,177,61,12,1465,237,39,Failure
1410,97,1.15,116,36,43,1075,256,91,Failure
1411,34,0.39,177,71,45,507,255,112,Failure
1412,81,1.32,117,81,17,1903,211,100,Failure
1413,95,0.01,144,37,22,1052,226,59,Failure
1414,54,0.16,122,33,21,2290,248,49,Normal
1415,44,0.06,146,55,45,986,253,86,Failure
1416,53,1.14,92,88,19,526,201,47,Warning
1417,39,0.52,99,69,24,2638,250,119,Normal
1418,51,0.96,99,85,36,2824,241,99,Warning
1419,73,0.51,145,83,9,667,238,118,Warning
1420,36,0.78,148,88,48,2066,234,47,Failure
1421,83,1.41,94,86,13,1593,204,93,Failure
1422,56,0.83,171,85,25,535,248,110,Failure
1423,72,1.41,100,78,37,1764,203,57,Failure
1424,24,1.34,140,46,17,2955,250,40,Failure
1425,74,1.08,162,73,32,1236,204,62,Failure
1426,30,1.41,165,84,30,857,206,56,Failure
1427,57,0.1,147,84,26,1523,236,31,Warning
1428,32,0.36,180,83,9,2199,227,101,Failure
1429,82,1.12,104,35,9,2297,240,51,Failure
1430,27,0.33,116,57,22,1380,254,96,Normal
1431,48,1.45,169,53,22,1431,218,88,Failure
1432,32,1.24,165,59,33,1683,206,92,Failure
1433,49,1.12,116,58,22,1257,244,69,Warning
1434,84,0.96,104,85,28,635,258,51,Failure
1435,39,0.26,147,73,5,510,221,61,Warning
1436,62,1.19,160,77,46,1426,250,108,Failure
1437,43,1.02,169,49,15,2394,233,96,Failure
1438,84,1.25,167,80,27,2159,258,112,Failure
1439,100,1.3,140,86,47,685,201,68,Failure
1440,42,1.08,120,70,36,2252,224,115,Warning
1441,96,1.46,116,70,34,548,228,92,Failure
1442,23,0.06,173,68,19,1234,203,82,Failure
1443,55,0.37,111,83,31,1673,227,116,Warning
1444,28,1.49,96,51,26,1012,257,103,Failure
1445,26,1.37,163,50,46,1603,255,42,Failure
1446,98,1.27,93,43,39,1846,256,112,Failure
1447,99,0.38,141,68,5,1807,258,111,Failure
1448,84,0.2,146,83,6,1474,213,120,Failure
1449,20,0.79,164,89,11,2789,234,73,Failure
1450,31,0.06,157,83,49,2912,245,88,Failure
1451,66,0.82,167,72,25,1379,223,116,Failure
1452,50,1.12,147,32,30,758,211,44,Warning
1453,86,0.37,172,89,21,1467,212,69,Failure
1454,96,0.7,173,78,26,1252,219,107,Failure
1455,43,0.52,177,31,34,2255,204,73,Failure
1456,38,1.37,171,51,16,2227,211,30,Failure
1457,77,0.5,104,53,30,904,231,104,Warning
1458,67,0.39,118,30,9,1975,207,83,Warning
1459,74,1.18,156,51,34,577,210,67,Warning
1460,21,1.01,105,80,33,814,203,65,Warning
1461,24,1.16,108,49,50,597,233,45,Failure
1462,56,1.46,167,55,16,1782,203,111,Failure
1463,40,0.68,178,80,26,2963,259,118,Failure
1464,39,0.9,151,47,41,1347,226,90,Failure
1465,44,0.94,160,63,38,2351,218,92,Warning
1466,74,0.83,154,37,5,1681,239,113,Warning
1467,60,0.15,101,86,5,566,204,44,Warning
1468,31,0.21,115,61,20,2598,215,110,Normal
1469,74,1.27,128,51,22,1507,216,111,Failure
1470,25,0.17,112,65,32,2196,226,67,Warning
1471,87,0.16,95,75,10,2334,248,31,Failure
1472,45,0.51,157,36,21,934,212,108,Warning
1473,48,0.78,169,62,10,1631,254,41,Failure
1474,28,0.05,136,84,42,2611,239,79,Failure
1475,26,0.94,178,66,14,2344,249,42,Failure
1476,76,0.11,92,58,40,1169,216,43,Warning
1477,65,0.94,104,51,46,2150,211,74,Failure
1478,63,1.25,122,88,15,1712,236,47,Failure
1479,93,1.48,100,54,42,782,212,44,Failure
1480,56,0.91,141,89,12,1477,218,40,Warning
1481,39,0.91,178,64,34,1821,254,41,Failure
1482,72,0.05,95,59,50,2550,254,61,Failure
1483,85,0.28,107,68,21,2717,244,37,Failure
1484,58,1.04,153,83,31,2760,231,77,Warning
1485,59,0.91,162,51,36,1258,202,52,Failure
1486,40,0.56,91,47,21,1463,252,54,Normal
1487,94,0.86,133,77,39,2976,224,118,Failure
1488,55,1.14,154,37,40,1970,233,66,Warning
1489,31,0.11,148,37,45,2745,202,94,Failure
1490,53,0.75,118,64,12,519,233,47,Warning
1491,32,0.01,142,39,47,2361,241,110,Failure
1492,67,0.47,122,54,44,1224,211,51,Failure
1493,45,1.39,97,81,38,2254,208,69,Failure
1494,52,0.56,162,37,32,2947,209,111,Failure
1495,100,1.33,166,44,23,1594,253,90,Failure
1496,51,0.82,175,74,28,1538,223,120,Failure
1497,89,1.33,150,85,20,2426,210,42,Failure
1498,92,0.69,119,34,33,2493,235,84,Failure
1499,49,1.49,144,32,18,1642,212,112,Failure
1500,55,0.5,97,81,15,1146,245,91,Normal
1501,46,0.57,157,72,30,621,213,69,Warning
1502,95,0.63,135,73,22,1146,239,72,Failure
1503,89,0.17,109,82,6,2067,206,116,Failure
1504,63,0.86,137,46,33,1687,243,97,Warning
1505,43,1.23,168,85,20,1326,237,99,Failure
1506,71,0.78,117,55,34,2467,208,109,Warning
1507,52,0.65,136,38,35,1800,202,43,Warning
1508,43,1.37,105,71,41,2632,237,46,Failure
1509,66,1.1,152,49,12,915,227,104,Warning
1510,91,0.36,131,67,17,2112,239,33,Failure
1511,25,0.1,152,64,46,2037,221,111,Failure
1512,65,1.31,145,59,15,2529,235,65,Failure
1513,56,0.9,109,79,46,2681,242,98,Failure
1514,95,1.03,134,62,48,991,244,39,Failure
1515,81,1.41,105,87,23,2972,237,52,Failure
1516,77,0.58,143,77,6,1494,200,115,Warning
1517,47,0.51,170,42,15,2726,245,54,Failure
1518,55,1.11,143,57,37,1029,205,34,Warning
1519,44,0.33,117,80,14,2391,233,96,Normal
1520,88,1.4,155,71,49,1458,242,41,Failure
1521,85,0.43,90,34,40,1849,241,119,Failure
1522,25,0.56,102,66,5,956,255,66,Normal
1523,90,0.48,94,36,35,2677,210,120,Failure
1524,58,0.69,167,33,19,1466,217,39,Failure
1525,87,0.73,110,30,34,1468,207,69,Failure
1526,62,0.57,99,52,33,2358,213,56,Warning
1527,82,0.57,144,38,30,1310,227,94,Failure
1528,58,1.22,162,75,22,2425,216,85,Failure
1529,56,0.99,141,32,46,1526,232,31,Failure
1530,90,1.16,160,89,33,2702,204,86,Failure
1531,51,0.06,141,90,45,2101,255,87,Failure
1532,74,0.29,116,67,50,2241,236,101,Failure
1533,100,1.08,150,88,31,1372,258,41,Failure
1534,97,0.93,159,35,50,2368,207,120,Failure
1535,42,0.68,179,75,36,1454,223,38,Failure
1536,46,0.07,131,79,37,2372,239,57,Warning
1537,73,0.66,151,32,28,2115,218,60,Warning
1538,41,0.51,129,63,27,1384,223,47,Normal
1539,73,0.74,138,73,43,2139,257,35,Failure
1540,59,0.28,139,50,23,2633,208,64,Warning
1541,38,0.44,110,78,37,665,245,41,Warning
1542,80,0.1,112,55,15,1828,217,96,Warning
1543,50,0.42,134,85,38,1638,258,70,Warning
1544,99,0.57,120,66,36,2523,241,56,Failure
1545,39,1.3,162,80,23,625,260,58,Failure
1546,38,0.12,146,39,36,2601,237,85,Warning
1547,52,0.11,94,83,23,552,241,57,Normal
1548,64,0.48,176,61,49,1881,238,63,Failure
1549,75,0.83,168,34,23,1745,225,73,Failure
1550,66,0.65,140,80,19,2331,232,39,Warning
1551,89,1.35,160,75,37,629,249,72,Failure
1552,90,0.52,163,42,11,2432,258,99,Failure
1553,48,0.78,162,38,48,1977,253,41,Failure
1554,96,1.08,124,42,47,2099,242,50,Failure
1555,82,0.41,119,83,40,2043,236,64,Failure
1556,21,0.73,178,73,5,2845,259,106,Failure
1557,95,0.39,144,58,40,2727,212,38,Failure
1558,25,0.82,154,75,27,985,223,79,Warning
1559,100,0.64,140,61,19,1212,251,71,Failure
1560,99,0.11,113,71,16,588,202,120,Failure
1561,88,1.4,134,88,26,2148,223,68,Failure
1562,62,0.03,144,53,36,2388,210,63,Warning
1563,48,0.89,99,43,16,965,212,79,Warning
1564,82,1.12,109,72,39,2833,233,110,Failure
1565,51,0.41,157,81,36,1443,228,56,Warning
1566,31,0.45,103,60,28,753,249,95,Normal
1567,73,0.71,157,45,21,528,221,72,Warning
1568,37,1.02,106,80,49,2796,256,84,Failure
1569,48,0.18,124,37,31,2322,251,95,Warning
1570,89,1.04,98,58,29,1572,225,104,Failure
1571,65,0.03,140,80,7,1894,239,78,Warning
1572,80,0.74,142,72,8,2528,250,79,Warning
1573,35,1.22,114,82,19,2854,240,50,Failure
1574,36,0.27,104,63,29,2376,231,37,Normal
1575,48,1.18,162,70,20,1915,252,120,Failure
1576,93,0.21,111,36,9,1764,207,59,Failure
1577,54,0.67,102,53,22,836,242,37,Warning
1578,60,1.26,154,63,49,646,211,101,Failure
1579,38,0.45,180,73,12,2717,247,34,Failure
1580,46,1.12,126,64,23,761,219,104,Warning
1581,68,0.58,139,44,50,1923,210,97,Failure
1582,84,0.63,92,73,26,2009,223,90,Failure
1583,50,0.37,99,38,38,815,232,88,Warning
1584,87,0.19,151,75,44,1281,214,109,Failure
1585,21,0.15,129,71,41,948,251,90,Failure
1586,21,0.52,156,32,16,696,237,90,Warning
1587,72,1.41,136,59,30,1485,256,66,Failure
1588,25,1.26,114,61,17,1454,233,117,Failure
1589,42,0.83,105,46,46,2332,225,66,Failure
1590,47,0.29,121,75,44,1709,249,102,Failure
1591,88,1.1,177,36,36,738,202,111,Failure
1592,99,1.04,122,45,26,1670,227,118,Failure
1593,93,0.86,150,76,23,2816,204,51,Failure
1594,68,0.5,106,76,46,2545,214,70,Failure
1595,72,1.08,93,86,41,860,254,105,Failure
1596,67,1.29,126,45,45,1446,229,118,Failure
1597,95,0.86,132,43,8,767,217,61,Failure
1598,91,0.61,179,86,41,2028,226,99,Failure
1599,92,0.06,147,50,24,2674,233,115,Failure
1600,30,1.22,99,50,6,1671,235,45,Failure
1601,97,0.77,129,82,33,2625,247,88,Failure
1602,50,0.76,152,69,8,1077,260,49,Warning
1603,62,1.22,114,81,29,665,217,114,Failure
1604,67,0.66,121,74,5,2726,208,77,Warning
1605,67,0.62,109,78,28,2097,223,69,Warning
1606,80,1.34,103,59,10,842,258,43,Failure
1607,37,0.84,139,43,7,1070,221,105,Warning
1608,60,1.26,144,65,45,1621,208,99,Failure
1609,60,0.51,116,84,34,2857,228,104,Warning
1610,36,1.15,180,47,23,1452,239,47,Failure
1611,27,0.33,175,64,50,1692,214,39,Failure
1612,40,0.62,126,55,50,1261,246,61,Failure
1613,64,0.67,147,47,36,1202,257,112,Warning
1614,51,1.3,139,83,16,592,241,45,Failure
1615,35,1.32,128,73,49,530,229,54,Failure
1616,37,0.26,97,63,16,1286,260,90,Normal
1617,27,0.86,120,61,42,2660,238,86,Failure
1618,29,0.09,178,36,34,1383,207,68,Failure
1619,94,1.34,105,75,24,1789,233,46,Failure
1620,72,1.11,178,59,35,2440,240,64,Failure
1621,63,0.22,134,47,43,1713,246,93,Failure
