Time,Temperature,Vibration,Pressure,Humidity,Current,RPM,Voltage,Sound,Machine_Status
1298,44,0.45,121,78,24,620,241,112,Normal
1299,21,0.77,145,46,27,1123,208,95,Warning
1300,53,0.88,141,63,34,2811,249,84,Warning
1301,99,0.8,107,86,10,1132,258,58,Failure
1302,53,0.04,127,36,30,1037,248,41,Normal
1303,49,1.14,129,34,29,2691,209,90,Warning
1304,50,1.21,111,74,28,1416,224,75,Failure
1305,71,1.3,118,69,5,2609,245,64,Failure
1306,100,0.82,143,34,16,751,224,99,Failure
1307,56,1.44,110,67,15,1465,220,101,Failure
1308,95,1.16,123,81,39,2589,202,39,Failure
1309,62,1.15,150,52,42,2772,257,66,Failure
1310,23,1.34,118,61,22,1544,230,118,Failure
1311,76,0.84,154,44,6,2761,243,110,Warning
1312,35,0.5,177,65,18,2211,259,98,Failure
1313,100,1.38,99,90,16,1100,242,81,Failure
1314,67,0.99,115,48,36,2967,215,93,Warning
1315,50,0.53,176,33,30,1277,254,115,Failure
1316,40,0.84,95,66,20,1569,219,116,Warning
1317,45,0.54,177,63,7,1267,259,91,Failure
1318,88,0.2,135,69,15,2967,253,109,Failure
1319,66,1.34,96,75,11,2286,247,40,Failure
1320,99,0.33,140,53,12,2168,232,48,Failure
1321,56,1.43,91,63,23,2581,232,88,Failure
1322,26,0.83,156,89,13,2171,228,113,Warning
1323,58,0.28,156,44,25,1787,217,109,Warning
1324,72,0.86,111,69,26,2831,251,32,Warning
1325,92,1.48,137,70,49,2731,237,114,Failure
1326,98,0.04,180,39,24,700,234,43,Failure
1327,53,0.59,132,55,35,1896,220,42,Warning
1328,62,1.06,119,84,9,1376,220,41,Warning
1329,57,0.92,163,43,32,2247,231,80,Failure
1330,47,0.43,120,89,14,697,207,89,Normal
1331,20,1.32,133,42,49,1334,256,118,Failure
1332,22,1.01,90,31,42,2661,220,95,Failure
1333,99,1.01,174,74,14,2525,212,84,Failure
1334,45,0.51,101,56,43,1679,227,52,Failure
1335,55,0.58,146,78,8,1913,260,82,Warning
1336,100,0.4,138,85,49,1179,203,60,Failure
1337,62,1.31,167,63,40,1072,253,64,Failure
1338,72,1.2,160,88,11,2830,247,81,Warning
1339,65,0.56,112,56,38,651,211,83,Warning
1340,81,0.95,157,76,21,2618,228,49,Failure
1341,30,0.5,124,48,15,1653,222,96,Normal
1342,83,1.24,159,51,38,1227,232,41,Failure
1343,63,0.64,143,75,27,623,218,61,Warning
1344,76,0.67,168,56,8,1044,242,41,Failure
1345,68,0.9,133,64,36,2908,224,43,Warning
1346,43,1.0,166,39,8,2688,231,36,Failure
1347,30,0.99,110,73,25,1446,205,78,Warning
1348,82,0.31,165,78,17,2568,254,87,Failure
1349,63,0.82,108,62,10,2585,221,36,Warning
1350,51,0.58,166,88,34,1434,234,104,Failure
1351,76,0.88,160,66,45,2544,254,48,Failure
1352,88,1.27,148,65,39,2016,218,34,Failure
1353,89,0.99,157,51,22,2815,240,56,Failure
1354,76,0.76,133,72,40,2469,242,54,Warning
1355,40,0.77,90,83,12,2777,255,43,Warning
1356,93,1.34,157,68,28,1706,226,65,Failure
1357,79,1.18,133,88,9,935,256,93,Warning
1358,45,0.44,179,30,30,658,226,59,Failure
1359,87,0.75,148,33,8,898,217,41,Failure
1360,63,0.84,115,62,12,702,238,83,Warning
1361,76,0.08,156,90,39,2395,203,91,Warning
1362,30,0.4,114,30,31,2809,246,83,Warning
1363,55,1.28,134,66,8,1171,243,49,Failure
1364,30,0.57,115,36,33,2586,246,36,Warning
1365,83,0.26,94,46,8,2989,219,113,Failure
1366,26,1.28,129,58,30,2023,253,85,Failure
1367,94,1.08,92,69,6,2320,238,54,Failure
1368,44,0.67,174,66,8,2036,228,109,Failure
1369,74,1.47,155,89,40,510,219,77,Failure
1370,82,0.76,130,86,7,2364,224,83,Failure
1371,43,0.39,159,84,11,1961,260,33,Warning
1372,67,1.29,108,71,13,1854,251,92,Failure
1373,84,1.5,119,76,26,1779,211,65,Failure
1374,52,1.17,173,51,30,2540,254,66,Failure
1375,24,1.06,172,84,7,1992,221,103,Failure
1376,80,0.44,171,48,43,1035,239,113,Failure
1377,58,0.84,158,55,47,2741,251,60,Failure
1378,69,1.19,133,75,34,1693,255,45,Warning
1379,80,0.45,176,67,41,849,253,118,Failure
1380,63,0.17,91,61,7,1556,200,77,Warning
1381,52,0.52,159,90,43,1050,243,110,Failure
1382,60,0.65,111,72,29,1417,228,105,Warning
1383,57,0.97,97,37,33,1057,218,37,Warning
1384,32,1.21,100,53,12,996,201,54,Failure
1385,33,1.0,142,39,28,1153,204,119,Warning
1386,28,0.78,97,67,16,2238,215,37,Warning
1387,96,0.07,171,82,15,1342,204,44,Failure
1388,65,0.38,138,62,15,2229,225,98,Warning
1389,48,0.09,128,33,41,1288,210,84,Failure
1390,51,0.26,168,85,37,728,207,73,Failure
1391,76,1.29,179,89,39,2415,215,101,Failure
1392,72,0.85,93,41,27,2845,209,98,Warning
1393,68,0.36,99,66,15,2939,256,38,Warning
1394,60,0.91,91,71,37,1793,254,119,Warning
1395,78,0.98,169,35,41,2685,239,93,Failure
1396,80,0.44,100,44,44,1235,226,81,Failure
1397,61,0.26,127,43,23,1018,220,59,Warning
1398,83,0.2,111,51,30,2413,238,113,Failure
1399,83,0.4,169,63,16,1276,217,80,Failure
1400,82,0.54,166,85,9,2174,209,97,Failure
1401,71,0.03,159,70,37,628,226,80,Warning
1402,23,0.03,113,40,42,1675,259,99,Failure
1403,84,0.31,138,30,15,2834,218,75,Failure
1404,88,0.26,103,32,49,1447,225,59,Failure
1405,42,0.26,145,88,7,1679,253,77,Warning
1406,54,0.32,157,86,29,2503,252,51,Warning
1407,54,0.51,122,44,11,1376,248,56,Normal
1408,26,0.74,119,57,27,2317,213,47,Warning
1409,96,1.13,96,88,46,1947,231,41,Failure
1410,85,1.11,148,90,7,2282,214,64,Failure
1411,96,1.27,147,70,36,1947,259,117,Failure
1412,94,0.87,106,33,40,1828,218,35,Failure
1413,87,1.48,137,60,30,1551,217,75,Failure
1414,53,1.29,155,34,6,2481,239,36,Failure
1415,87,1.18,97,35,20,1353,236,95,Failure
1416,52,0.08,112,56,35,2772,211,84,Warning
1417,54,1.47,175,57,38,2495,229,120,Failure
1418,29,1.41,115,59,13,2896,226,62,Failure
1419,90,0.43,168,42,29,590,239,63,Failure
1420,65,0.09,145,40,11,2344,255,105,Warning
1421,20,0.24,121,64,28,708,249,41,Normal
1422,69,0.5,111,44,43,735,206,67,Failure
1423,82,0.79,170,69,16,1834,219,93,Failure
1424,96,1.08,107,54,8,1754,249,58,Failure
1425,38,1.05,173,79,6,881,203,117,Failure
1426,52,0.38,113,58,36,728,208,104,Warning
1427,60,0.67,153,73,12,879,245,92,Warning
1428,54,0.67,132,79,10,1002,251,32,Warning
1429,32,1.43,124,52,24,1927,206,43,Failure
1430,96,1.49,180,72,43,2053,240,55,Failure
1431,57,0.43,127,65,44,2285,203,86,Failure
1432,45,0.37,103,86,31,680,254,74,Warning
1433,87,0.13,109,75,21,2800,246,111,Failure
1434,35,0.09,139,33,43,1189,222,33,Failure
1435,51,0.97,117,58,43,1170,221,101,Failure
1436,65,1.25,153,62,21,2759,223,119,Failure
1437,71,0.54,136,66,38,1059,203,31,Warning
1438,74,1.05,177,60,5,2103,256,96,Failure
1439,21,0.3,176,86,10,2131,256,51,Failure
1440,68,1.19,116,42,34,1164,236,118,Warning
1441,35,1.05,162,43,30,1763,223,37,Failure
1442,79,1.01,119,81,45,2169,204,44,Failure
1443,28,0.38,111,44,45,2873,238,88,Failure
1444,67,1.12,146,46,21,2117,239,64,Warning
1445,49,0.69,116,43,11,2095,252,86,Warning
1446,27,1.13,154,67,48,1472,233,54,Failure
1447,38,1.06,120,51,38,2263,256,45,Warning
1448,28,0.08,100,58,5,1834,206,116,Normal
1449,78,0.05,156,53,20,969,246,50,Warning
1450,82,0.23,105,66,18,2178,254,30,Failure
1451,31,0.23,158,31,16,1560,251,81,Warning
1452,85,0.65,159,45,46,2012,229,37,Failure
1453,71,0.16,129,30,15,1121,228,76,Warning
1454,35,1.34,105,48,45,2456,216,36,Failure
1455,98,0.06,108,64,17,570,211,41,Failure
1456,71,0.24,113,73,14,2256,257,81,Warning
1457,36,0.63,90,78,16,2478,206,100,Warning
1458,39,0.55,148,32,9,860,251,88,Warning
1459,36,0.61,154,78,24,545,234,72,Warning
1460,33,0.53,172,39,32,752,255,50,Failure
1461,34,0.6,126,36,6,1649,207,102,Normal
1462,32,0.99,158,86,28,561,217,112,Warning
1463,67,1.45,145,81,44,1717,224,54,Failure
1464,71,0.17,148,74,5,1347,211,74,Warning
1465,45,0.84,145,83,37,1554,205,41,Warning
1466,37,0.81,173,47,12,1580,205,61,Failure
1467,64,0.9,114,68,24,1643,206,61,Warning
1468,47,0.54,96,78,29,2613,231,43,Normal
1469,57,0.46,125,43,18,1080,209,94,Warning
1470,80,0.23,90,78,14,2451,236,46,Warning
1471,90,0.11,167,68,50,779,250,48,Failure
1472,35,1.32,176,35,29,1352,217,62,Failure
1473,60,0.41,91,43,25,2930,204,63,Warning
1474,91,1.49,162,84,40,2815,239,43,Failure
1475,93,1.33,162,43,8,1223,228,115,Failure
1476,27,0.3,118,42,21,2474,237,108,Normal
1477,54,0.39,175,84,39,923,256,45,Failure
1478,70,0.65,162,74,7,2798,214,36,Failure
1479,40,0.98,113,70,17,967,224,102,Warning
1480,66,0.12,161,52,16,2877,254,45,Failure
1481,78,1.29,105,44,22,856,235,108,Failure
1482,56,0.46,122,34,29,1946,229,48,Warning
1483,62,1.46,130,36,17,1233,248,113,Failure
1484,61,0.63,118,36,39,2333,253,98,Warning
1485,82,1.22,180,31,10,1204,243,36,Failure
1486,100,0.52,141,74,33,584,219,76,Failure
1487,95,0.45,163,47,13,1414,215,118,Failure
1488,67,0.98,102,72,22,1377,221,91,Warning
1489,96,0.38,162,61,24,2552,250,109,Failure
1490,25,0.75,164,52,16,1326,248,47,Failure
1491,99,1.44,136,47,43,1858,235,46,Failure
1492,38,1.24,173,76,32,1580,217,92,Failure
1493,53,0.73,132,84,37,2276,249,34,Warning
1494,90,0.92,165,89,7,1173,217,61,Failure
1495,57,0.11,166,78,7,577,228,116,Failure
1496,51,1.35,174,33,39,2303,208,75,Failure
1497,49,0.72,160,46,27,903,240,102,Warning
1498,22,0.98,96,47,18,2641,225,40,Warning
1499,50,0.72,116,73,49,577,210,64,Failure
1500,52,0.98,108,88,27,2793,219,108,Warning
1501,72,1.17,137,56,14,1813,243,61,Warning
1502,78,0.7,151,34,20,1574,207,62,Warning
1503,42,0.89,121,53,41,1208,230,74,Failure
1504,72,0.32,100,58,23,1024,241,101,Warning
1505,64,1.3,175,77,35,784,218,35,Failure
1506,33,0.19,159,87,17,1249,236,51,Warning
1507,76,0.44,135,82,5,850,238,75,Warning
1508,79,0.97,180,69,46,2439,227,54,Failure
1509,66,1.42,162,58,15,701,202,106,Failure
1510,87,0.6,175,79,49,649,222,45,Failure
1511,59,1.27,116,67,26,2425,212,119,Failure
1512,62,0.09,166,82,33,1625,260,78,Failure
1513,55,0.06,127,83,27,1674,227,61,Normal
1514,23,0.9,174,65,34,1069,231,46,Failure
1515,92,0.48,134,74,16,2203,214,74,Failure
1516,97,0.86,91,75,21,522,244,118,Failure
1517,67,0.32,148,54,50,1111,210,40,Failure
1518,32,1.25,140,51,43,1318,218,96,Failure
1519,20,0.13,174,80,36,2814,202,113,Failure
1520,80,0.14,129,85,10,2527,242,106,Warning
1521,34,1.29,137,63,36,1119,225,85,Failure
1522,49,1.05,180,45,49,2286,245,59,Failure
1523,81,0.16,113,39,37,801,208,50,Failure
1524,52,1.14,153,61,43,1536,208,104,Failure
1525,66,0.62,169,60,40,2915,252,92,Failure
1526,47,0.86,129,57,27,1015,259,76,Warning
1527,74,0.16,100,87,9,1326,219,39,Warning
1528,47,0.52,171,81,46,1917,213,42,Failure
1529,46,0.51,176,72,40,676,233,94,Failure
1530,60,0.02,130,50,20,1421,223,85,Warning
1531,26,0.61,90,63,14,1039,255,115,Warning
1532,92,0.26,179,54,48,641,250,96,Failure
1533,99,0.89,91,74,46,2793,227,97,Failure
1534,65,1.19,103,82,43,2938,228,30,Failure
1535,65,0.02,102,69,32,1812,234,40,Warning
1536,45,0.19,142,36,32,587,204,55,Warning
1537,33,0.88,161,36,47,1422,252,86,Failure
1538,36,1.07,156,43,10,1233,253,77,Warning
1539,59,0.88,120,80,34,1117,213,95,Warning
1540,48,1.36,156,49,17,685,201,42,Failure
1541,47,0.6,157,58,5,1107,240,55,Warning
1542,49,0.98,138,56,15,613,241,106,Warning
1543,82,0.16,110,40,17,1896,249,32,Failure
1544,85,0.82,149,42,8,2271,246,90,Failure
1545,27,1.3,156,60,16,1549,255,34,Failure
1546,58,0.74,143,64,50,1806,201,61,Failure
1547,51,1.4,129,39,39,1751,200,111,Failure
1548,100,0.62,107,88,27,2701,249,45,Failure
1549,67,0.01,179,39,32,712,246,67,Failure
1550,50,0.64,123,35,10,2417,253,54,Warning
1551,81,0.48,136,64,50,2575,226,41,Failure
1552,29,0.94,155,48,23,2368,251,38,Warning
1553,24,0.47,166,60,42,2614,248,88,Failure
1554,82,0.46,121,63,33,2500,258,77,Failure
1555,72,0.44,137,57,44,1758,253,63,Failure
1556,43,0.21,160,87,9,2332,204,45,Warning
1557,48,0.57,169,60,42,2138,223,86,Failure
1558,23,0.34,142,65,9,521,245,52,Warning
1559,45,0.5,171,54,23,1945,218,46,Failure
1560,98,0.58,108,53,27,2727,212,30,Failure
1561,69,1.43,169,86,33,2995,258,59,Failure
1562,72,0.72,173,48,14,2857,201,118,Failure
1563,55,0.5,130,43,43,2925,202,88,Failure
1564,60,1.4,107,62,19,1629,210,67,Failure
1565,51,0.97,156,35,18,2371,239,50,Warning
1566,61,1.26,115,63,46,1650,213,72,Failure
1567,21,1.13,144,88,27,917,229,53,Warning
1568,88,0.02,148,89,50,2840,205,41,Failure
1569,67,0.65,143,71,12,1808,251,59,Warning
1570,83,0.27,90,67,10,1479,254,40,Failure
1571,79,1.11,142,71,29,815,247,110,Warning
1572,47,1.0,106,33,44,1931,250,115,Failure
1573,57,0.65,159,56,5,1520,227,63,Warning
1574,73,1.44,177,57,25,2453,242,47,Failure
1575,66,1.0,126,58,15,2026,218,40,Warning
1576,35,1.17,178,57,17,1663,219,83,Failure
1577,33,0.62,174,31,40,2994,256,120,Failure
1578,51,1.07,115,46,15,1121,231,51,Warning
1579,97,0.45,138,90,20,1911,204,53,Failure
1580,47,0.3,169,60,35,962,212,59,Failure
1581,61,0.31,171,41,17,2791,212,64,Failure
1582,29,1.11,139,80,24,1687,218,36,Warning
1583,73,0.33,176,46,46,1121,231,64,Failure
1584,69,0.27,137,70,43,2617,200,67,Failure
1585,93,0.44,121,74,26,999,201,77,Failure
1586,71,0.42,125,48,17,1384,253,88,Warning
1587,45,0.84,168,67,41,2839,239,112,Failure
1588,22,1.49,105,33,26,2689,216,56,Failure
1589,73,0.86,156,73,27,2324,232,54,Warning
1590,82,1.39,116,71,35,1144,245,76,Failure
1591,67,1.49,126,71,15,1550,242,90,Failure
1592,26,1.23,99,53,47,2487,203,76,Failure
1593,27,0.66,136,56,11,2125,219,106,Warning
1594,46,1.08,110,63,40,1219,214,65,Warning
1595,36,0.16,155,39,39,2541,225,98,Warning
1596,66,1.22,111,62,7,2791,224,114,Failure
1597,64,1.08,93,37,16,2144,225,56,Warning
1598,47,0.03,130,47,43,759,218,90,Failure
1599,65,0.49,148,64,36,947,250,49,Warning
1600,71,1.04,154,60,34,1288,202,119,Warning
1601,43,0.61,116,56,45,1315,253,43,Failure
1602,76,1.3,160,66,10,1563,213,68,Failure
1603,51,1.03,159,53,9,1147,257,91,Warning
1604,42,0.13,180,78,33,1516,257,81,Failure
1605,71,1.16,117,32,11,763,216,119,Warning
1606,46,1.43,154,87,25,2758,250,77,Failure
1607,46,1.29,96,31,40,1115,232,81,Failure
1608,75,0.97,169,45,28,2335,232,99,Failure
1609,34,1.28,114,45,8,985,203,116,Failure
1610,43,1.41,130,82,21,2481,228,61,Failure
1611,29,0.45,167,82,17,580,230,89,Failure
1612,98,0.8,114,54,43,2770,253,84,Failure
1613,90,0.06,96,83,41,1194,219,47,Failure
1614,83,0.67,138,35,14,2981,206,96,Failure
1615,60,1.2,146,79,44,1717,226,118,Failure
1616,78,0.67,129,67,5,1926,221,94,Warning
1617,98,1.12,102,43,32,1786,249,36,Failure
1618,78,0.44,162,31,34,2885,217,94,Failure
1619,92,0.91,177,47,8,2999,217,81,Failure
1620,25,0.76,179,30,8,2658,249,77,Failure
1621,30,0.02,132,63,16,1930,206,116,Warning
1622,96,1.03,113,41,12,1210,253,94,Failure
1623,29,1.15,134,81,36,1705,224,71,Warning
1624,70,0.86,161,31,23,1245,239,72,Failure
1625,44,0.79,161,65,40,2092,218,81,Failure
1626,71,0.1,161,46,38,1123,218,62,Failure
1627,20,0.19,166,43,30,581,212,53,Failure
1628,77,0.96,168,67,23,2713,211,72,Failure
1629,36,0.92,119,76,47,555,222,58,Failure
1630,64,0.87,141,87,41,1788,219,47,Failure
1631,40,0.59,162,30,17,1687,253,71,Failure
1632,94,0.9,157,35,10,977,200,97,Failure
1633,50,0.78,134,51,31,522,236,76,Warning
1634,39,1.05,104,47,33,2194,239,71,Warning
1635,33,0.92,170,52,6,839,219,94,Failure
1636,33,1.47,153,67,47,1241,242,74,Failure
1637,28,0.15,125,41,9,1075,217,74,Normal
1638,95,0.52,103,52,10,2417,229,40,Failure
1639,30,0.88,117,37,47,1886,239,62,Failure
1640,82,1.07,165,61,6,2147,255,32,Failure
1641,99,0.91,109,71,24,1768,217,36,Failure
1642,61,0.05,113,54,40,2380,248,38,Warning
1643,54,0.98,128,61,21,2705,241,85,Warning
1644,99,1.43,92,35,34,1369,213,44,Failure
1645,56,0.25,130,77,8,2186,215,108,Warning
1646,30,1.13,162,68,25,516,255,36,Failure
1647,79,1.1,114,62,50,1773,254,100,Failure
1648,79,0.89,155,41,38,1396,211,98,Warning
1649,70,1.28,168,40,16,2775,252,95,Failure
1650,82,0.94,180,41,16,1701,243,120,Failure
1651,48,0.14,95,81,6,895,226,82,Normal
1652,62,0.71,163,73,8,1775,216,73,Failure
1653,52,1.03,106,55,39,1467,239,76,Warning
1654,75,1.41,161,58,9,756,245,91,Failure
1655,63,1.03,148,39,5,2592,254,86,Warning
1656,30,1.07,165,57,38,2201,232,87,Failure
1657,23,0.05,178,45,33,502,241,42,Failure
1658,37,1.1,150,38,11,1670,251,107,Warning
1659,90,0.13,131,50,25,2994,216,95,Failure
1660,84,1.33,111,79,39,2229,235,46,Failure
1661,30,0.58,93,57,50,2536,250,106,Failure
1662,80,0.6,150,60,46,2630,256,38,Failure
1663,76,0.64,174,80,16,2901,200,108,Failure
1664,43,0.28,122,67,26,1935,234,37,Normal
1665,34,0.07,114,60,32,1419,242,75,Warning
1666,41,0.89,174,58,30,1287,247,75,Failure
1667,100,1.27,91,79,21,2913,222,114,Failure
1668,25,0.16,162,87,8,1854,212,31,Failure
1669,41,0.45,111,69,29,1413,204,91,Normal
1670,54,1.4,95,48,9,964,227,62,Failure
1671,67,0.95,179,33,14,619,226,43,Failure
1672,43,1.15,142,53,48,2087,200,107,Failure
1673,37,0.95,96,46,18,2873,219,74,Warning
1674,45,0.78,91,48,23,944,258,120,Warning
1675,63,0.58,142,34,49,2500,260,45,Failure
1676,95,0.64,123,41,32,2879,224,120,Failure
1677,20,0.55,103,65,11,922,228,44,Normal
1678,78,1.21,96,72,49,988,243,72,Failure
1679,69,0.52,150,37,23,2665,259,97,Warning
1680,99,1.24,104,43,46,1462,231,33,Failure
1681,62,1.43,163,55,17,2524,202,35,Failure
1682,22,0.59,134,89,41,2782,207,76,Failure
1683,60,0.64,125,72,16,2459,236,48,Warning
1684,88,1.38,158,51,18,2154,202,88,Failure
1685,32,1.25,155,55,26,1951,209,86,Failure
1686,57,0.55,133,65,40,660,239,118,Warning
1687,99,1.36,158,36,22,1240,260,80,Failure
1688,92,0.4,123,39,27,2780,260,111,Failure
1689,47,0.76,174,30,24,2233,214,63,Failure
1690,48,0.21,94,61,21,1317,222,50,Normal
1691,85,0.04,134,90,15,1891,211,33,Failure
1692,25,0.31,127,64,39,1784,252,84,Warning
1693,43,1.33,172,78,9,2713,209,90,Failure
1694,30,0.78,153,71,30,824,233,71,Warning
1695,66,1.39,170,36,29,1260,233,66,Failure
1696,79,1.2,92,40,45,1842,205,78,Failure
1697,46,1.05,180,45,28,696,223,64,Failure
1698,54,1.4,179,80,20,1399,253,116,Failure
1699,65,1.44,101,66,22,1470,239,79,Failure
1700,78,0.96,155,53,24,2329,227,47,Warning
1701,51,1.02,153,60,41,826,253,94,Failure
1702,27,1.36,142,30,11,1289,244,77,Failure
1703,95,0.47,97,73,44,1873,203,119,Failure
1704,63,0.36,119,33,44,1469,250,50,Failure
1705,59,0.92,119,39,26,2731,201,98,Warning
1706,20,0.93,154,47,25,645,206,46,Warning
1707,98,1.34,136,78,11,557,225,40,Failure
1708,44,0.22,97,50,42,2718,236,106,Failure
1709,79,0.96,106,53,30,2991,240,83,Warning
1710,68,1.0,148,70,40,919,202,79,Warning
1711,85,0.75,180,89,49,2810,204,54,Failure
1712,33,0.17,154,35,34,1322,257,77,Warning
1713,21,0.77,147,46,31,2575,213,75,Warning
1714,35,1.18,138,40,32,2924,212,115,Warning
1715,67,0.53,154,87,40,977,213,70,Warning
1716,38,1.32,121,61,26,1878,228,66,Failure
1717,54,0.42,146,87,33,2446,240,59,Warning
1718,66,0.79,152,63,40,2060,253,105,Warning
1719,47,0.63,124,35,33,1783,246,50,Warning
1720,41,0.52,179,40,50,2389,232,87,Failure
1721,43,0.49,179,71,25,2189,252,48,Failure
1722,54,0.06,171,43,20,525,236,115,Failure
1723,25,1.13,99,68,46,783,205,38,Failure
1724,33,0.68,114,30,44,1369,248,59,Failure
1725,48,0.45,175,40,39,2240,249,94,Failure
1726,47,0.48,119,83,35,2381,260,60,Warning
1727,95,1.33,149,58,14,1111,235,70,Failure
1728,47,1.29,102,35,14,1522,252,62,Failure
1729,97,0.89,114,43,12,2107,244,47,Failure
1730,32,0.24,156,80,7,1188,254,62,Warning
1731,60,0.68,102,85,33,1001,237,67,Warning
1732,77,0.46,138,55,38,673,257,63,Warning
1733,55,1.23,146,82,17,1560,213,67,Failure
1734,80,1.14,118,38,48,1583,235,72,Failure
1735,69,0.66,121,60,31,1398,240,68,Warning
1736,73,0.99,144,43,30,1130,244,51,Warning
1737,90,0.06,116,65,49,579,253,118,Failure
1738,33,0.16,167,49,28,946,254,95,Failure
1739,26,0.03,146,42,41,569,249,109,Failure
1740,59,1.07,93,84,16,1849,245,49,Warning
1741,78,0.6,152,53,23,2323,206,48,Warning
1742,94,1.03,134,34,40,1242,214,79,Failure
1743,97,0.33,138,87,33,925,221,84,Failure
1744,59,0.21,177,81,49,938,260,107,Failure
1745,23,0.93,107,88,34,1974,231,46,Warning
1746,84,0.44,178,46,29,2197,241,106,Failure
1747,83,1.44,151,53,41,717,247,119,Failure
1748,58,0.51,146,31,43,1330,252,63,Failure
1749,29,0.86,179,37,35,2812,234,72,Failure
1750,95,0.98,168,64,36,2006,200,89,Failure
1751,29,0.73,122,57,9,1201,200,119,Warning
1752,22,0.98,142,61,43,2040,251,73,Failure
1753,30,0.2,154,79,47,2121,230,90,Failure
1754,90,1.33,141,42,13,2096,209,93,Failure
1755,86,0.17,157,30,17,1307,256,34,Failure
1756,59,1.16,129,84,14,1156,249,93,Warning
1757,29,0.47,117,74,32,2899,239,51,Warning
1758,55,1.36,178,89,35,2259,257,71,Failure
1759,79,1.39,129,71,5,1584,230,101,Failure
1760,52,0.06,129,90,28,1760,236,70,Normal
1761,63,1.13,160,37,17,2778,232,43,Warning
1762,78,0.98,112,75,47,2385,236,47,Failure
1763,98,1.43,104,67,10,2449,238,53,Failure
1764,38,0.87,139,66,29,2120,232,46,Warning
1765,45,1.0,173,33,15,571,234,66,Failure
1766,76,1.2,179,74,28,998,251,41,Failure
1767,94,0.82,166,32,36,834,205,108,Failure
1768,34,0.88,162,42,48,2732,237,49,Failure
1769,98,0.49,116,84,9,1396,203,30,Failure
1770,98,0.89,145,42,14,1895,241,100,Failure
1771,59,0.6,111,70,22,2848,214,32,Warning
1772,38,0.57,125,88,44,2490,226,66,Failure
1773,49,1.36,131,56,26,2660,243,31,Failure
1774,57,0.26,180,56,46,2377,256,52,Failure
1775,29,0.56,143,48,7,1786,228,79,Warning
1776,71,0.11,172,81,46,875,247,84,Failure
1777,84,0.85,106,59,7,754,260,94,Failure
1778,63,1.02,149,89,17,2869,214,90,Warning
1779,100,0.12,135,79,46,2377,205,108,Failure
1780,43,0.97,169,75,34,2458,237,37,Failure
1781,30,1.32,144,38,44,1128,225,70,Failure
1782,83,0.31,145,85,44,2852,242,43,Failure
1783,22,1.23,172,57,10,1163,224,54,Failure
1784,36,0.19,178,85,15,2042,203,72,Failure
1785,43,1.16,113,37,50,609,227,50,Failure
1786,49,1.02,176,60,29,1198,214,75,Failure
1787,57,0.85,123,71,45,638,200,41,Failure
1788,52,0.39,171,77,29,936,236,116,Failure
1789,43,0.7,164,34,35,2997,202,90,Failure
1790,85,1.0,175,71,31,2525,215,37,Failure
1791,96,1.14,136,33,33,2106,259,93,Failure
1792,81,1.47,137,66,35,863,243,43,Failure
1793,85,0.76,143,56,29,2088,239,91,Failure
1794,46,0.04,108,54,33,2473,221,40,Warning
1795,45,0.36,138,31,25,932,259,110,Warning
1796,49,0.22,93,79,14,1246,200,75,Normal
1797,21,0.9,158,39,14,2288,237,62,Warning
1798,32,0.68,96,47,33,2166,259,100,Warning
1799,79,1.4,156,48,43,1972,201,87,Failure
1800,56,0.19,169,80,35,2364,250,112,Failure
1801,97,0.73,171,33,5,1700,207,47,Failure
1802,36,0.16,145,89,42,1412,237,44,Failure
1803,21,0.05,177,49,18,1889,234,42,Failure
1804,20,1.44,145,40,8,1658,247,80,Failure
1805,29,0.14,107,69,29,2344,253,30,Normal
1806,38,0.88,153,42,41,1178,246,49,Failure
1807,97,0.51,159,30,26,2554,234,55,Failure
1808,79,0.46,164,32,21,1530,244,78,Failure
1809,97,0.48,124,46,49,968,218,38,Failure
1810,47,1.04,98,72,27,1752,237,74,Warning
1811,71,1.43,119,55,13,1229,225,48,Failure
1812,43,0.36,91,72,47,2115,203,79,Failure
1813,41,1.33,160,67,26,1754,246,39,Failure
1814,86,0.68,127,37,23,1007,246,98,Failure
1815,93,0.39,118,89,43,2430,213,82,Failure
1816,89,0.47,177,68,23,1241,240,92,Failure
1817,68,1.42,149,56,38,1553,220,60,Failure
1818,39,0.28,177,68,5,2298,237,66,Failure
1819,42,1.35,149,59,38,2979,260,70,Failure
1820,73,1.34,135,36,30,2684,252,49,Failure
1821,94,0.14,105,30,10,540,214,65,Failure
1822,33,1.06,138,73,38,2190,244,50,Warning
1823,43,0.05,109,42,22,2367,225,54,Normal
1824,76,0.45,139,53,6,1057,210,101,Warning
1825,47,1.32,176,80,30,1992,256,57,Failure
1826,60,0.29,121,90,48,1665,241,70,Failure
1827,58,1.3,154,74,16,799,221,79,Failure
1828,41,1.43,117,33,31,2821,203,65,Failure
1829,22,0.77,176,61,34,2267,257,52,Failure
1830,79,1.13,129,88,5,1624,227,76,Warning
1831,84,0.44,169,30,11,973,232,116,Failure
1832,23,0.08,169,53,40,2801,225,43,Failure
1833,76,0.07,155,83,43,1278,236,53,Failure
1834,52,0.16,153,63,34,1323,206,119,Warning
1835,80,0.96,103,55,16,1829,225,53,Warning
1836,65,0.42,151,72,34,1108,209,93,Warning
1837,75,0.61,176,73,33,2023,226,42,Failure
